
Processing complete. Results:
Total files in images directory: 0
Processed files: 0
Failed to process files: 0
Processed image: amanita citrina_2012-09-22 13-29-01_34.jpg, Label: amanita citrina, Id: 0
Processed image: amanita muscaria_2009-10-02 11-22-00_141.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2009-10-02 11-32-07_142.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2009-10-02 11-32-11_143.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2009-10-02 11-42-04_144.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2009-10-02 11-42-08_145.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2009-10-02 11-42-15_146.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2009-10-02 11-42-45_147.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2009-10-02 11-43-00_148.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2010-09-23 14-15-45_166.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2010-09-23 15-01-04_167.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2010-09-23 15-01-19_168.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2011-10-01 15-42-01_169.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2011-10-01 15-42-13_170.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2011-10-01 15-42-22_171.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2011-10-01 17-17-15_172.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-01 10-31-15_188.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-01 10-31-21_189.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 09-48-00_173.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 10-05-32_174.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 10-05-43_175.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 10-05-51_176.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 10-19-08_177.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 10-19-16_178.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 11-00-06_179.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 11-00-30_180.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 11-00-45_181.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-16 11-00-51_182.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-22 13-40-35_183.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-22 13-40-51_184.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-22 13-41-08_185.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-22 13-41-18_186.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2012-09-22 13-41-27_187.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-06 09-25-56_190.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-06 09-26-09_191.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-14-04_107.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-14-13_108.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-14-26_109.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-16-05_110.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-16-13_111.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-16-20_112.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-20-42_113.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-20-54_114.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-21-26_115.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-21-26_116.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-21-26_117.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-21-26_118.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-21-33_119.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-21-49_120.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-21-56_121.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-22-32_122.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-22-36_123.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-22-45_124.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-22-51_125.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-22-56_126.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-23-39_127.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-23-49_128.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-23-59_129.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-24-14_130.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-24-20_131.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-25-42_132.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-25-48_133.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-25-57_134.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 12-26-10_135.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 14-45-28_136.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 14-45-43_137.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 14-45-53_138.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 14-45-57_139.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2014-09-13 14-46-07_140.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-10 10-45-30_192.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-10 10-45-30_193.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-10 10-45-30_194.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-10 10-45-30_195.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-10 10-45-30_196.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-10 10-51-55_20.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-10 10-52-05_21.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-10 10-52-17_22.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-10 10-52-27_23.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-27-15_24.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-30-05_25.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-30-13_27.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-30-23_28.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-30-53_29.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-31-14_30.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-31-23_31.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-31-35_33.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-31-43_34.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-31-58_35.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-32-04_36.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-32-14_37.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-20 16-32-50_38.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-08-50_74.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-08-58_75.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-09-15_76.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-23-27_77.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-23-33_78.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-23-41_79.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-23-50_80.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-37-08_81.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-37-15_82.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 09-37-25_83.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 10-54-02_84.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 10-54-23_85.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 11-29-11_86.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 11-29-18_87.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 11-29-44_88.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 11-29-58_89.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 11-35-08_90.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 11-35-14_91.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 12-08-31_92.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 12-08-46_93.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2015-09-26 12-08-54_94.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-07-26 18-06-10_6.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-07-26 18-06-57_7.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-07-26 18-07-03_8.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-27 18-52-41_9.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-27 18-52-55_10.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-27 18-53-23_11.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-27 18-54-21_12.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-27 18-54-43_13.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-27 18-54-57_14.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-31 10-06-51_15.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-31 10-07-07_16.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-31 10-07-15_17.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-31 11-19-14_18.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2016-08-31 11-19-29_19.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2020-09-02 14-34-20_0.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2020-09-02 14-34-27_1.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2020-09-02 14-34-44_2.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2020-09-02 14-34-58_3.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2020-09-02 14-35-03_4.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2020-09-02 14-35-16_5.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-09-26 17-16-44_39.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-09-26 17-16-52_40.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-09-26 17-16-54_41.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-09-26 17-17-04_42.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-09-26 17-17-19_43.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-09-26 17-17-46_44.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-09-26 17-17-51_45.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-09-26 17-17-58_46.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-09-26 17-18-11_47.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 13-23-06_48.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 13-23-06_49.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 13-23-13_50.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 13-23-24_51.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 13-23-30_52.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 13-23-48_53.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 14-45-31_57.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 14-45-47_58.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 14-46-25_59.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2021-10-02 14-46-28_60.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-22 13-10-06_54.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-22 13-10-17_55.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-22 13-10-20_56.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-22 17-11-43_61.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-22 17-11-56_62.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-22 17-11-58_63.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-22 17-12-00_64.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-22 17-12-12_65.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-22 17-12-14_66.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-23 10-45-47_67.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-23 10-45-53_68.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-23 10-45-58_69.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-23 10-46-09_70.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-23 10-46-11_71.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-23 10-46-36_72.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-09-23 10-46-40_73.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 16-20-17_95.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 16-20-18_96.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 16-20-22_97.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 16-20-43_98.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 16-20-49_99.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 16-21-00_100.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 16-21-10_101.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 16-21-14_102.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 17-48-53_103.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 17-48-58_104.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 17-49-14_105.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_2022-10-01 17-49-16_106.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita muscaria_26.jpg, Label: amanita muscaria, Id: 5
